Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Lifetime @ Temp.,Operating Temperature,Polarization,Ratings,Applications,Ripple Current @ Low Frequency,Pin Qty,Pin Size,Lead Spacing,Size / Dimension,Height - Seated (Max),Surface Mount Land Size,Mounting Type,Package / Case,Ripple Current @ High Frequency
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-22mm.jpg,493-15463-ND,UKW1A222MPD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 10V RADIAL,195,0.68,0,1,Bulk,UKW,Not For New Designs,2200 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.05 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,493-15479-ND,UKW1E331MPD,Nichicon,Nichicon,CAP ALUM 330UF 20% 25V RADIAL TH,412,0.8,0,1,Bulk,UKW,Not For New Designs,330 µF,±20%,25 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,420 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.492"" (12.50mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,"493-10754-1-ND,493-10754-3-ND",UKW1E331MPD1TD,Nichicon,Nichicon,CAP ALUM 330UF 20% 25V RADIAL TH,299,0.84,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,330 µF,±20%,25 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,420 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,493-15487-ND,UKW1H221MPD,Nichicon,Nichicon,CAP ALUM 220UF 20% 50V RADIAL TH,413,0.87,0,1,Bulk,UKW,Not For New Designs,220 µF,±20%,50 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,410 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.492"" (12.50mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,"493-10752-1-ND,493-10752-3-ND",UKW2A470MPD1TD,Nichicon,Nichicon,CAP ALUM 47UF 20% 100V RADIAL TH,945,0.91,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,47 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,210 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)",-,Through Hole,"Radial, Can",420 mA @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,"493-10753-1-ND,493-10753-3-ND",UKW1A102MPD1TD,Nichicon,Nichicon,CAP ALUM 1000UF 20% 10V RADIAL,829,0.84,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,1000 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,630 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)",-,Through Hole,"Radial, Can",724.5 mA @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,"493-10751-1-ND,493-10751-3-ND",UKW1V331MPD1TD,Nichicon,Nichicon,CAP ALUM 330UF 20% 35V RADIAL TH,277,0.91,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,330 µF,±20%,35 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,470 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-22mm.jpg,"493-10740-1-ND,493-10740-3-ND",UKW1A222MPD1TD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 10V RADIAL,92,1.01,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,2200 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.05 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",-
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-14mm.jpg,493-15520-ND,UKW2A470MPD,Nichicon,Nichicon,CAP ALUM 47UF 20% 100V RADIAL TH,0,1.09,0,1,Bulk,UKW,Not For New Designs,47 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,210 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.492"" (12.50mm)",-,Through Hole,"Radial, Can",420 mA @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-22mm.jpg,UKW0J222MPD-ND,UKW0J222MPD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 6.3V RADIAL,0,Obsolete,0,0,Bulk,UKW,Obsolete,2200 µF,±20%,6.3 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,980 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.127 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-22mm.jpg,UKW0J332MPD-ND,UKW0J332MPD,Nichicon,Nichicon,CAP ALUM 3300UF 20% 6.3V RADIAL,0,Obsolete,0,0,Bulk,UKW,Obsolete,3300 µF,±20%,6.3 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.17 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.3455 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-15470-ND,UKW1C222MHD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 16V RADIAL,"1,933",1.23,0,1,Bulk,UKW,Not For New Designs,2200 µF,±20%,16 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.25 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.4375 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-15505-ND,UKW1J471MHD,Nichicon,Nichicon,CAP ALUM 470UF 20% 63V RADIAL TH,979,1.23,0,1,Bulk,UKW,Not For New Designs,470 µF,±20%,63 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,880 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.32 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10729-1-ND,493-10729-3-ND",UKW1E222MHD1TO,Nichicon,Nichicon,CAP ALUM 2200UF 20% 25V RADIAL,"4,602",1.25,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,2200 µF,±20%,25 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.55 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.7825 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-15507-ND,UKW1V102MHD,Nichicon,Nichicon,CAP ALUM 1000UF 20% 35V RADIAL,"1,568",1.27,0,1,Bulk,UKW,Not For New Designs,1000 µF,±20%,35 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.1 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.265 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10736-1-ND,493-10736-3-ND",UKW1H471MHD1TO,Nichicon,Nichicon,CAP ALUM 470UF 20% 50V RADIAL TH,152,1.3,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,470 µF,±20%,50 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,760 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.14 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10738-1-ND,493-10738-3-ND",UKW1V102MHD1TO,Nichicon,Nichicon,CAP ALUM 1000UF 20% 35V RADIAL,"1,453",1.34,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,1000 µF,±20%,35 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.1 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.265 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10730-1-ND,493-10730-3-ND",UKW1H102MHD1TO,Nichicon,Nichicon,CAP ALUM 1000UF 20% 50V RADIAL,"1,209",1.78,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,1000 µF,±20%,50 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.3 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.495 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15485-ND,UKW1H102MHD,Nichicon,Nichicon,CAP ALUM 1000UF 20% 50V RADIAL,738,1.9,0,1,Bulk,UKW,Not For New Designs,1000 µF,±20%,50 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.3 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",1.495 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15517-ND,UKW2A221MHD,Nichicon,Nichicon,CAP ALUM 220UF 20% 100V RADIAL,622,1.9,0,1,Bulk,UKW,Not For New Designs,220 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,600 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",900 mA @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15478-ND,UKW1E222MHD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 25V RADIAL,616,1.9,0,1,Bulk,UKW,Not For New Designs,2200 µF,±20%,25 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.55 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",1.7825 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10728-1-ND,493-10728-3-ND",UKW1C332MHD1TO,Nichicon,Nichicon,CAP ALUM 3300UF 20% 16V RADIAL,439,1.25,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,3300 µF,±20%,16 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.7 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.955 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10737-1-ND,493-10737-3-ND",UKW1J471MHD1TO,Nichicon,Nichicon,CAP ALUM 470UF 20% 63V RADIAL TH,433,1.29,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,470 µF,±20%,63 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,880 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.32 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-16905-ND,UKW1A332MHD,Nichicon,Nichicon,CAP ALUM 3300UF 20% 10V RADIAL,976,1.63,0,1,Bulk,UKW,Not For New Designs,3300 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.42 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.633 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-16325-ND,UKW1H471MHD,Nichicon,Nichicon,CAP ALUM 470UF 20% 50V RADIAL TH,998,1.66,0,1,Bulk,UKW,Not For New Designs,470 µF,±20%,50 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,760 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.14 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10731-1-ND,493-10731-3-ND",UKW2A221MHD1TO,Nichicon,Nichicon,CAP ALUM 220UF 20% 100V RADIAL,"1,299",1.78,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,220 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,600 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",900 mA @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15472-ND,UKW1C332MHD,Nichicon,Nichicon,CAP ALUM 3300UF 20% 16V RADIAL,567,1.9,0,1,Bulk,UKW,Not For New Designs,3300 µF,±20%,16 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.7 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",1.955 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10735-1-ND,493-10735-3-ND",UKW1C222MHD1TO,Nichicon,Nichicon,CAP ALUM 2200UF 20% 16V RADIAL,113,1.29,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,2200 µF,±20%,16 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.25 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.4375 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10726-1-ND,493-10726-3-ND",UKW0J682MHD1TO,Nichicon,Nichicon,CAP ALUM 6800UF 20% 6.3V RADIAL,469,1.78,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,6800 µF,±20%,6.3 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.6 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.84 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15466-ND,UKW1A472MHD,Nichicon,Nichicon,CAP ALUM 4700UF 20% 10V RADIAL,779,1.9,0,1,Bulk,UKW,Not For New Designs,4700 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.8 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",2.07 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,493-15519-ND,UKW2A331MHD,Nichicon,Nichicon,CAP ALUM 330UF 20% 100V RADIAL,81,1.9,0,1,Bulk,UKW,Not For New Designs,330 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,750 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",1.125 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10734-1-ND,493-10734-3-ND",UKW1A332MHD1TO,Nichicon,Nichicon,CAP ALUM 3300UF 20% 10V RADIAL,3,1.29,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,3300 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.42 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.633 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,"493-10733-1-ND,493-10733-3-ND",UKW0J472MHD1TO,Nichicon,Nichicon,CAP ALUM 4700UF 20% 6.3V RADIAL,0,1.29,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,4700 µF,±20%,6.3 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.35 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)",-,Through Hole,"Radial, Can",1.5525 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10727-1-ND,493-10727-3-ND",UKW1A472MHD1TO,Nichicon,Nichicon,CAP ALUM 4700UF 20% 10V RADIAL,0,1.78,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,4700 µF,±20%,10 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.8 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",2.07 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-27mm.jpg,"493-10732-1-ND,493-10732-3-ND",UKW2A331MHD1TO,Nichicon,Nichicon,CAP ALUM 330UF 20% 100V RADIAL,0,1.78,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,330 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,750 mA @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.125 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-12.5mm.jpg,493-16904-ND,UKW0J472MHD,Nichicon,Nichicon,CAP ALUM 4700UF 20% 6.3V RADIAL,0,Obsolete,0,1,Bulk,UKW,Obsolete,4700 µF,±20%,6.3 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.35 A @ 120 Hz,2,0.6,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.787"" (20.00mm)",-,Through Hole,"Radial, Can",1.5525 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-16mm.jpg,493-15474-ND,UKW1C472MHD,Nichicon,Nichicon,CAP ALUM 4700UF 20% 16V RADIAL,"3,957",1.63,0,1,Bulk,UKW,Not For New Designs,4700 µF,±20%,16 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,2.1 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",2.415 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-35.5mm.jpg,493-10714-ND,UKW1V332MHD,Nichicon,Nichicon,CAP ALUM 3300UF 20% 35V RADIAL,274,2.08,0,1,Bulk,UKW,Not For New Designs,3300 µF,±20%,35 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,2.22 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.398"" (35.50mm)",-,Through Hole,"Radial, Can",2.553 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-16mm.jpg,"493-10725-1-ND,493-10725-3-ND",UKW2A471MHD1TN,Nichicon,Nichicon,CAP ALUM 470UF 20% 100V RADIAL,353,2.33,0,1,"Cut Tape (CT),Tape & Box (TB)",UKW,Not For New Designs,470 µF,±20%,100 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)",-,Through Hole,"Radial, Can",1.5 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-16mm.jpg,493-15499-ND,UKW1J102MHD,Nichicon,Nichicon,CAP ALUM 1000UF 20% 63V RADIAL,345,2.33,0,1,Bulk,UKW,Not For New Designs,1000 µF,±20%,63 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.3 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",1.495 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/KW-SERIES-16mm.jpg,493-15509-ND,UKW1V222MHD,Nichicon,Nichicon,CAP ALUM 2200UF 20% 35V RADIAL,179,2.33,0,1,Bulk,UKW,Not For New Designs,2200 µF,±20%,35 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,1.8 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.984"" (25.00mm)",-,Through Hole,"Radial, Can",2.07 A @ 10 kHz
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ukw.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/UKW1E472MHD.jpg,493-10715-ND,UKW1E472MHD,Nichicon,Nichicon,CAP ALUM 4700UF 20% 25V RADIAL,555,2.96,0,1,Bulk,UKW,Not For New Designs,4700 µF,±20%,25 V,-,2000 Hrs @ 85°C,-40°C ~ 85°C,Polar,-,Audio,2.36 A @ 120 Hz,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.240"" (31.50mm)",-,Through Hole,"Radial, Can",2.714 A @ 10 kHz
