Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Lifetime @ Temp.,Operating Temperature,Polarization,Ratings,Applications,Pin Qty,Pin Size,Lead Spacing,Size / Dimension,Height - Seated (Max),Surface Mount Land Size,Mounting Type,Package / Case
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/Muse-ES-SERIES-26.5mm.jpg,"493-10849-1-ND,493-10849-3-ND",UES1V221MHM1TO,Nichicon,Nichicon,CAP ALUM 220UF 20% 35V RADIAL TH,506,1.32,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,220 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/Muse-ES-SERIES-26.5mm.jpg,"493-10828-1-ND,493-10828-3-ND",UES1E221MHM1TO,Nichicon,Nichicon,CAP ALUM 220UF 20% 25V RADIAL TH,901,0.72,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,220 µF,±20%,25 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/Muse-ES-SERIES-26.5mm.jpg,"493-10801-1-ND,493-10801-3-ND",UES0J102MHM1TO,Nichicon,Nichicon,CAP ALUM 1000UF 20% 6.3V RADIAL,500,1.03,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,1000 µF,±20%,6.3 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/535/Muse-ES-SERIES-26.5mm.jpg,493-15034-ND,UES1H101MHM,Nichicon,Nichicon,CAP ALUM 100UF 20% 50V RADIAL TH,0,1.31,0,1,Bulk,UES,Active,100 µF,±20%,50 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-16755-ND,UES1V331MHM,Nichicon,Nichicon,CAP ALUM 330UF 20% 35V RADIAL TH,265,1.54,0,1,Bulk,UES,Active,330 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-15018-ND,UES1C102MHM,Nichicon,Nichicon,CAP ALUM 1000UF 20% 16V RADIAL,198,1.7,0,1,Bulk,UES,Active,1000 µF,±20%,16 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-33mm.jpg,493-10826-ND,UES1E102MHM,Nichicon,Nichicon,CAP ALUM 1000UF 20% 25V RADIAL,411,1.75,0,1,Bulk,UES,Active,1000 µF,±20%,25 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.299"" (33.00mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-15036-ND,UES1H221MHM,Nichicon,Nichicon,CAP ALUM 220UF 20% 50V RADIAL TH,423,1.89,0,1,Bulk,UES,Active,220 µF,±20%,50 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,-,"UES1V331MHM1TN-ND,493-UES1V331MHM1TNCT-ND",UES1V331MHM1TN,Nichicon,Nichicon,CAP ALUM 330UF 20% 35V RADIAL TH,480,1.54,0,1,"Tape & Reel (TR),Cut Tape (CT)",UES,Active,330 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,-,"UES1C102MHM1TN-ND,493-UES1C102MHM1TNCT-ND",UES1C102MHM1TN,Nichicon,Nichicon,CAP ALUM 1000UF 20% 16V RADIAL,249,1.98,0,1,"Tape & Reel (TR),Cut Tape (CT)",UES,Active,1000 µF,±20%,16 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,"493-10838-1-ND,493-10838-3-ND",UES1H221MHM1TN,Nichicon,Nichicon,CAP ALUM 220UF 20% 50V RADIAL TH,"1,066",1.33,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,220 µF,±20%,50 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4236/MFG_UES1E471MHM1TN.jpg,"UES1E471MHM1TTR-ND,UES1E471MHM1TCT-ND",UES1E471MHM1TN,Nichicon,Nichicon,CAP ALUM 470UF 20% 25V RADIAL TH,285,1.5,0,1,"Tape & Reel (TR),Cut Tape (CT)",UES,Active,470 µF,±20%,25 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-15030-ND,UES1E471MHM,Nichicon,Nichicon,CAP ALUM 470UF 20% 25V RADIAL TH,48,1.5,0,1,Bulk,UES,Active,470 µF,±20%,25 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-15048-ND,UES1V471MHM,Nichicon,Nichicon,CAP ALUM 470UF 20% 35V RADIAL TH,0,1.72,0,1,Bulk,UES,Active,470 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,"493-10853-1-ND,493-10853-3-ND",UES1V471MHM1TN,Nichicon,Nichicon,CAP ALUM 470UF 20% 35V RADIAL TH,0,1.72,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,470 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-33mm.jpg,493-10841-ND,UES1H331MHM,Nichicon,Nichicon,CAP ALUM 330UF 20% 50V RADIAL TH,0,1.91,0,1,Bulk,UES,Active,330 µF,±20%,50 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.299"" (33.00mm)",-,Through Hole,"Radial, Can"
-,-,UES1E102MHM1AA-ND,UES1E102MHM1AA,Nichicon,Nichicon,CAP ALUM 25V BIPOLAR,0,0.82448,0,630,Bulk,UES,Active,1 mF,±20%,25 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.260"" (32.00mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,"493-10851-1-ND,493-10851-3-ND",UES1V331MHM1TO,Nichicon,Nichicon,CAP ALUM 330UF 20% 35V RADIAL TH,0,Active,0,1,"Cut Tape (CT),Tape & Box (TB)",UES,Active,330 µF,±20%,35 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
https://www.nichicon.co.jp/english/series_items/catalog_pdf/e-ues.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/407/Muse-ES-SERIES-16mm.jpg,493-10817-1-ND,UES1C102MHM1TO,Nichicon,Nichicon,CAP ALUM 1000UF 20% 16V RADIAL,0,Active,0,1,Cut Tape (CT),UES,Active,1000 µF,±20%,16 V,-,1000 Hrs @ 85°C,-40°C ~ 85°C,Bi-Polar,-,Audio,2,0.8,"0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)",-,Through Hole,"Radial, Can"
